User,Betweenness Score
lightclient,0.05291526814177378
SamWilsn,0.040579511582172816
Pandapip1,0.015196016080461412
g11tech,0.012025591999386069
Marchhill,0.009381129639430743
yperbasis,0.007921352963705946
timbeiko,0.007055871285275873
pedrouid,0.0057215019566575894
jochem-brouwer,0.00546918655170235
etan-status,0.005197868594209356
xinbenlv,0.005161401250632206
rakita,0.0049646778394908464
bumblefudge,0.00490580492936975
nerolation,0.004412175829185117
benaadams,0.0043304427943377955
kevaundray,0.004189206839201103
lukasrosario,0.003928435878328299
gumb0,0.0036324303503378888
frangio,0.0033508973898471062
pdobacz,0.0033006380784072324
shemnon,0.003299099560345908
gballet,0.0031593845258090997
kdenhartog,0.0027123558398154586
axic,0.002413729103884925
fjl,0.002292363243143849
GregTheGreek,0.0021799807802932517
djrtwo,0.002179647777798234
charles-cooper,0.0021375432210581917
pcaversaccio,0.002080822317142152
jxom,0.0020699337249025945
asanso,0.0019460390337699047
smartprogrammer93,0.0017764612382956022
mkalinin,0.0017294539615059401
wjmelements,0.001599710645383389
poojaranjan,0.0015416055856388856
MicahZoltu,0.0011600760847544204
ralexstokes,0.0011459060395568993
Giulio2002,0.0011157926954991082
ProphetZX,0.001059042585526885
jwasinger,0.0010582479608520678
MariusVanDerWijden,0.0010301810218639404
Dexaran,0.0007850568861185519
sambacha,0.0006749103220501231
parithosh,0.0006187182719961193
RenanSouza2,0.0006170457587229412
chfast,0.0006037147421706089
marioevz,0.0005428991552210122
ulerdogan,0.0005354981929315136
lucassaldanha,0.0005268064376702669
drortirosh,0.0005218816593142622
jflo,0.000521447120047556
potuz,0.000521447120047556
Amxx,0.0005197089629807308
KolbyML,0.00051941927013626
Scamreno,0.0005168100450889623
dapplion,0.00038605434097002293
jsign,0.00035668431475475185
sudeepdino008,0.0003361851503413968
MaxResnick,0.0003093919578948832
soispoke,0.0003093919578948832
tbergmueller,0.00030939195789488316
strollinghome,0.0003059156437612327
pipermerriam,0.00030562595091676196
adietrichs,0.00025266144578460134
CarlBeek,0.00023140972772861776
gcolvin,0.000230350674136681
ernanirst,5.173468520950453e-05
jaydenwindle,4.7509626493221764e-05
darrylyeo,3.622519546210974e-05
everdimension,3.622519546210974e-05
steven2308,3.0330840816099504e-05
sullof,1.803337956831131e-05
mratsim,1.4298411109240523e-05
MarekM25,1.3832833323483776e-05
danfinlay,1.323820064272779e-05
Mortiemi,1.2850859784505331e-05
adam-alchemy,5.649010467181856e-06
somnathb1,4.5385212300435425e-06
keyvank,3.476314133650373e-06
abcoathup,2.6072356002377797e-06
ghost,1.7381570668251865e-06
kuzdogan,1.448464222354322e-06
github-actions[bot],0.0
linoscope,0.0
vtjl10,0.0
rkapka,0.0
barnabasbusa,0.0
wgyt,0.0
forshtat,0.0
block-head,0.0
kilavvy,0.0
wmjae,0.0
Rachi26,0.0
anderselowsson,0.0
michaelneuder,0.0
sergeypanin1994,0.0
acolytec3,0.0
maximevtush,0.0
rootdiae,0.0
cryptotavares,0.0
ethDreamer,0.0
ncitron,0.0
eip-automerger,0.0
sYNCHROtime,0.0
livnev,0.0
taozui472,0.0
omahs,0.0
sola92,0.0
dependabot[bot],0.0
dajuguan,0.0
khajievN,0.0
pudongair,0.0
viwinkumarpadala,0.0
dgusakov,0.0
dcrapis,0.0
futreall,0.0
czsko707,0.0
sky-coderay,0.0
Thatfocker,0.0
ColinPlatt,0.0
cupOJoseph,0.0
Marcofann,0.0
Remaong89,0.0
donatik27,0.0
MonkeyKing44,0.0
VolodymyrBg,0.0
matkt,0.0
alcuadrado,0.0
Feroslav268,0.0
zsfelfoldi,0.0
Hcdddrtyyujj,0.0
NinaLua,0.0
zeevick10,0.0
JacekGlen,0.0
shohamc1,0.0
crStiv,0.0
Danyylka,0.0
leopardracer,0.0
fakemonkgin,0.0
maldiohead,0.0
genkifs,0.0
gap-editor,0.0
oxbau,0.0
DeVikingMark,0.0
shubh7791,0.0
GarmashAlex,0.0
osrm,0.0
colinlyguo,0.0
Leon-Africa,0.0
Muaytie666,0.0
LukaszRozmej,0.0
Inspector-Butters,0.0
nitin312,0.0
fradamt,0.0
rdubois-crypto,0.0
Morinyo1907,0.0
zhous,0.0
peersky,0.0
marcindsobczak,0.0
sslivkoff,0.0
bomanaps,0.0
github-advanced-security[bot],0.0
vipocenka,0.0
tomasandroil,0.0
JohnCrunch,0.0
blomba29,0.0
eth2353,0.0
mcdee,0.0
Issalk,0.0
jhweintraub,0.0
detrina,0.0
bogdan,0.0
Pistasha,0.0
MarsonKotovi4,0.0
pk910,0.0
manuelwedler,0.0
SeanLuis,0.0
mteam88,0.0
jimmygchen,0.0
Guayaba221,0.0
rodiazet,0.0
Pronoss,0.0
MrxTrickster,0.0
OisinKyne,0.0
restakeservice,0.0
kamilchodola,0.0
SSLlivebot,0.0
o-az,0.0
nnsW3,0.0
tynes,0.0
fborello-lambda,0.0
dave-carroll7,0.0
LB-thomasp,0.0
garyschulte,0.0
charlie-paradigm,0.0
siladu,0.0
lu-pinto,0.0
gatleas17,0.0
nflaig,0.0
Thegaram,0.0
Hack666r,0.0
ericlehong,0.0
Asfand78690,0.0
dxsullivan,0.0
MASDXI,0.0
irfand29,0.0
alibertay,0.0
chloefeal,0.0
Bdiit,0.0
Pricstas,0.0
oliveredget,0.0
darkfire-rain,0.0
romashka-btc,0.0
calciumbe,0.0
fulldecent,0.0
vbuterin,0.0
thirdkeyword,0.0
nickjuntilla,0.0
gurukamath,0.0
nalepae,0.0
reject-i,0.0
youyyytrok,0.0
Bilogweb3,0.0
daniellehrner,0.0
Dimitrolito,0.0
UmutAkbulut,0.0
taxmeifyoucan,0.0
klkvr,0.0
protolambda,0.0
0xwormhole,0.0
irnb,0.0
petertdavies,0.0
Brechtpd,0.0
YamenMerhi,0.0
PaulRBerg,0.0
miohtama,0.0
u59149403,0.0
Hawthorne001,0.0
hellohanchen,0.0
Deluaney1,0.0
jtraglia,0.0
sevazhidkov,0.0
twoeths,0.0
bkellerman,0.0
ppopth,0.0
sopia19910,0.0
bernard-wagner,0.0
ololade97,0.0
andrewcoder666,0.0
PatrickAlphaC,0.0
GIgako19929,0.0
yuliyaalexiev,0.0
paulmillr,0.0
huihzhao,0.0
JustinDrake,0.0
AndreaLanfranchi,0.0
ahamlat,0.0
anylots,0.0
PHOENIXENT,0.0
NikZak,0.0
lucentlabz,0.0
itsdevbear,0.0
nxt3d,0.0
DalecB,0.0
Nachoxt17,0.0
NickZCZ,0.0
beage666,0.0
limyeechern,0.0
CedarMist,0.0
Mikhai56,0.0
NiloCK,0.0
tanishqjasoria,0.0
IaroslavMazur,0.0
frankmint2024,0.0
frank20171214,0.0
Magken91,0.0
admi-n,0.0
mrLSD,0.0
k1rill-fedoseev,0.0
dongri,0.0
s1na,0.0
ryanschneider,0.0
syjn99,0.0
ZWJKFLC,0.0
GriffGreen,0.0
cspannos,0.0
jwmeyert7,0.0
thogard785,0.0
blockjoe,0.0
xunorus,0.0
georgesheth,0.0
sylvainpelissier,0.0
dbrans,0.0
Parasos,0.0
jamesavechives,0.0
macfarla,0.0
JamesSmartCell,0.0
JKincorperated,0.0
tal7aouy,0.0
Toni-d-e-v,0.0
jshufro,0.0
hattizai,0.0
DerpFi,0.0
Stanmar01,0.0
Lilyjjo,0.0
Waxdomainhub,0.0
onbjerg,0.0
ak88,0.0
William57575757,0.0
Jrachman,0.0
ayenesimo1i,0.0
1999321,0.0
cyberdot143,0.0
athevinha,0.0
gorondan,0.0
wlawt,0.0
ziljah,0.0
kdeme,0.0
Sintayew4,0.0
ForestKeeperIO,0.0
suiyuan1314,0.0
wemeetagain,0.0
behzadz1,0.0
cocoyeal,0.0
Sajjon,0.0
AndyAkin,0.0
shekhirin,0.0
jaehunkim,0.0
KARINACAREPOTO,0.0
Selarun15,0.0
gabrocheleau,0.0
HoangTranMap,0.0
frolic,0.0
KillariDev,0.0
fergmolina,0.0
karalabe,0.0
finewhitechic,0.0
cstoneham,0.0
charlieflipside,0.0
Nichebiche,0.0
hanniabu,0.0
OlegJakushkin,0.0
derekchiang,0.0
1m1-github,0.0
morph-dev,0.0
LwkkyLDdubz,0.0
AmadiMichael,0.0
Ro4mer,0.0
mw2000,0.0
txgyy,0.0
draghtnight,0.0
Tq101510,0.0
petejkim,0.0
Cloudstream-io,0.0
Amjad08A,0.0
Mreda05,0.0
mike0x1024,0.0
Alva072,0.0
renovate[bot],0.0
goodactive,0.0
0xNixxy,0.0
QBlockQ,0.0
tomarsachin2271,0.0
BertsLifee,0.0
cuibuwei,0.0
juli,0.0
clabby,0.0
dhanushlnaik,0.0
Jaca777,0.0
wilsoncusack,0.0
clonefetch,0.0
Rominaleticiaburgos,0.0
emmanuel-awosika,0.0
User7223141801,0.0
vvvv666,0.0
Balmasexy,0.0
0xSileo,0.0
erc4377,0.0
InventiveCoder,0.0
xiaoxianBoy,0.0
shamatar,0.0
enitrat,0.0
emailtovamos,0.0
zhenfeizhang,0.0
GarenWoo,0.0
gitguardian[bot],0.0
qizhou,0.0
dRadiant,0.0
wolovim,0.0
ensi321,0.0
cyrusadkisson,0.0
khovratovich,0.0
josephpoon,0.0
erayack,0.0
GottfriedHerold,0.0
t0m1sacat,0.0
ret2happy,0.0
0xZeus1111,0.0
eum602,0.0
SaulBuilds,0.0
loga4,0.0
tx-eth,0.0
Auph,0.0
gaudren,0.0
MissLov3ly,0.0
krauspt,0.0
fboiero,0.0
gfukushima,0.0
sealer3,0.0
moodysalem,0.0
rjl493456442,0.0
keienWang,0.0
yogesh33512,0.0
skoya,0.0
dankrad,0.0
Evelynlhn,0.0
Thabokani,0.0
jqphu,0.0
BigBro17on25tolife,0.0
deffrian,0.0
harpocrates555,0.0
hwwhww,0.0
en-tropyc,0.0
YangIsCoding,0.0
roberto-bayardo,0.0
Gemk83,0.0
amirkhan7javi,0.0
cristiantroy,0.0
remyroy,0.0
YaroslavPysanskyi,0.0
Coretaker101,0.0
Tranhung2h,0.0
sqltrigger,0.0
wartstone,0.0
danceratopz,0.0
jeahonglee,0.0
c1ick,0.0
Pan-chao,0.0
dzizazda,0.0
ddl-hust,0.0
anna-carroll,0.0
arein,0.0
adityashukla700,0.0
flcl42,0.0
hujw77,0.0
mostafalarkii,0.0
nikojpapa,0.0
hethm999,0.0
flyw0rld,0.0
RarityWarrior-Paladin,0.0
Jaluv1702,0.0
murrayee,0.0
hyperbolic-versor,0.0
WillXing,0.0
momodaka,0.0
Nashtare,0.0
domothyb,0.0
shuoer86,0.0
Woodpile37,0.0
streamnft-tech,0.0
xiyu1984,0.0
Zergity,0.0
CASABECI,0.0
shogochiai,0.0
asselstine,0.0
ernestognw,0.0
MartinKong1990,0.0
mpeyfuss,0.0
rkrasiuk,0.0
0xfuturistic,0.0
Joeysantoro,0.0
vittominacori,0.0
Joachim-Lebrun,0.0
fangting-alchemy,0.0
macmac0726171992,0.0
operatos,0.0
dhl,0.0
vuittont60,0.0
cfries,0.0
ogarciarevett,0.0
ScreamingHawk,0.0
henrywfyeung,0.0
SebastienGllmt,0.0
oveddan,0.0
randomishwalk,0.0
GoodDaisy,0.0
xiaolou86,0.0
Billy1900,0.0
karacurt,0.0
JXRow,0.0
PhABC,0.0
glitch-txs,0.0
xg1990,0.0
ekpyron,0.0
PrakharSharma888,0.0
TtheBC01,0.0
NarcisCRO,0.0
drinkcoffee,0.0
bafu,0.0
lanyinzly,0.0
mitjat,0.0
jiexi,0.0
bpierre,0.0
xuxinlai2002,0.0
s3xyoda,0.0
AKABABA-ETH,0.0
AbdullahHasankaddour,0.0
ARR4N,0.0
jtriley2p,0.0
rmeissner,0.0
coldpak,0.0
Divide-By-0,0.0
56789KD,0.0
chiro-hiro,0.0
dongshu2013,0.0
pixelcircuits,0.0
furkan-ux,0.0
ThunderDeliverer,0.0
BeosinTeam,0.0
usame-algan,0.0
yoheinishikubo,0.0
abhinav-d3v,0.0
urataps,0.0
Kowtko21,0.0
crisgarner,0.0
Kenny1448,0.0
Vladyslav-crypto,0.0
CaptainJackSparrow09,0.0
Karen5-hub,0.0
emmerson121,0.0
matthieuruettimann,0.0
jaypaik,0.0
mudgen,0.0
featheryus,0.0
DecoratedWings,0.0
nalinbhardwaj,0.0
Edoumou,0.0
fahimahmedx,0.0
noahlitvin,0.0
TsengMJ,0.0
HelloRickey,0.0
DeFiFoFum,0.0
Ivshti,0.0
AmazingAng,0.0
minkyn,0.0
aa-eyup,0.0
ayobuenavista,0.0
OniReimu,0.0
robriks,0.0
Ameralameri,0.0
2pmflow,0.0
strumswell,0.0
pistomat,0.0
Abhijaypaliwal,0.0
kofujimura,0.0
nkrishang,0.0
joaquim-verges,0.0
oberstet,0.0
nowherenowherenowhere,0.0
yjgaia,0.0
ryanio,0.0
zerosnacks,0.0
banteg,0.0
omnus,0.0
0xekkila,0.0
kopy-kat,0.0
jimstir,0.0
jaydub74,0.0
holiman,0.0
Zartaj0,0.0
holgerd77,0.0
sandy-sung-lb,0.0
samkenxstream,0.0
minaminao,0.0
0xScratch,0.0
sgitt-vassky,0.0
hugo-dc,0.0
zakrad,0.0
wilsonccccc,0.0
aaronyeeio,0.0
alcueca,0.0
fubuloubu,0.0
MakisChristou,0.0
johnz1019,0.0
Xeway,0.0
guy-goren,0.0
zscole,0.0
Jircs1,0.0
Yuripetusko,0.0
pugakn,0.0
theo0x0,0.0
mattstam,0.0
tokenizeassets,0.0
quyphandang,0.0
boyuanx,0.0
invocamanman,0.0
obstropolos,0.0
proj-orchid-straitsx,0.0
wongtsejian,0.0
alcedo,0.0
Agusx1211,0.0
ArjunBhuptani,0.0
seunlanlege,0.0
radeksvarz,0.0
kaiix,0.0
JessicaChg,0.0
ra-phael,0.0
Yogi199501,0.0
flanagansteve,0.0
diyahir,0.0
EnbangWu,0.0
hell0men,0.0
DZGoldman,0.0
monokh,0.0
goncaloMagalhaes,0.0
tinaszheng,0.0
jskelly84,0.0
coburncoburn,0.0
CEOBert,0.0
adrianmcli,0.0
scott-silver,0.0
eduardfina,0.0
Beatove,0.0
tbenr,0.0
navid,0.0
xiaobaiskill,0.0
michaelsproul,0.0
galimba,0.0
MikeMoldawsky,0.0
wschwab,0.0
wenzhenxiang,0.0
goldroc-Hsu,0.0
aimxhaisse,0.0
davidyuk,0.0
efeDaniels,0.0
ziad-saab,0.0
pcanwar,0.0
lochie,0.0
DanielSinclair,0.0
tmm,0.0
galligan,0.0
0xGh,0.0
falcoda,0.0
hiddenintheworld,0.0
thelastjosh,0.0
delaaxe,0.0
sullivph,0.0
frozeman,0.0
lssleo,0.0
emojidao,0.0
0xanders,0.0
civia-code,0.0
Kourouta,0.0
RZ7272,0.0
nand2,0.0
MrChico,0.0
darcys22,0.0
piyush-chittara,0.0
mmtenez,0.0
sprice,0.0
zah,0.0
leeren,0.0
rekmarks,0.0
rotcivegaf,0.0
TimDaub,0.0
rahulrumalla,0.0
ArchieR7,0.0
Elemino,0.0
Oli-art,0.0
GabrielMartinezRodriguez,0.0
fonty1,0.0
wakqasahmed,0.0
firnprotocol,0.0
geenutts,0.0
xhyumiracle,0.0
socathie,0.0
iAmMichaelConnor,0.0
ethosdev,0.0
fabriciomirandabr,0.0
alonmuroch,0.0
xanatos,0.0
micho,0.0
Inphi,0.0
chunningham,0.0
Sosyetekadir,0.0
AustinZhu,0.0
Demuirgos,0.0
Alex-Klasma,0.0
dfalloncyr,0.0
Ania586,0.0
owocki,0.0
digiwand,0.0
sbhuiyan20,0.0
asciiman,0.0
Aboudjem,0.0
ibex-technology,0.0
tserg,0.0
Randyanto,0.0
JanKortes212,0.0
ipatka,0.0
5660-eth,0.0
guarner8,0.0
aspoky,0.0
0xRobinR,0.0
saitama2009,0.0
emo-eth,0.0
Arvolear,0.0
wwhchung,0.0
blgamann,0.0
briankostar,0.0
misirov,0.0
a6-dou,0.0
jeffishjeff,0.0
Therecanbeonlyone1969,0.0
ricmoo,0.0
qd-qd,0.0
benjaminchodroff,0.0
n012judge420,0.0
KBTStandardAdmin,0.0
VenkatTeja,0.0
derodero24,0.0
lolieatapple,0.0
rohitscript,0.0
0xAurelou,0.0
taycaldwell,0.0
qizheng09,0.0
SniperUsopp,0.0
Bogdan-ChainImpulse,0.0
OT-kraftchain,0.0
OmkarK97,0.0
kevinbogner,0.0
RaphaelHardFork,0.0
lucazffz,0.0
julesl23,0.0
brunocalmels,0.0
gaurangtorvekar,0.0
Mister-EA,0.0
odysseus0,0.0
vdusart,0.0
outdoteth,0.0
roughpandaz,0.0
jenroos78,0.0
victormunoz,0.0
immense055,0.0
hskang9,0.0
lucemans,0.0
ssteiger,0.0
Dawidowak,0.0
shu-hexlink,0.0
skgbafa,0.0
awoie,0.0
cr-walker,0.0
fewwwww,0.0
Will42W,0.0
sujithsomraaj,0.0
hboon,0.0
orbmis,0.0
anthony-urbina,0.0
kvhnuke,0.0
Philogy,0.0
